,Investimento residencial,Preço dos imóveis,Taxa de juros,Duráveis,Crédito,gDuráveis,gCrédito,Inflação,gZ,Taxa Própria,Crise
2007-06-30,719.2739999999999,2.7979599477735166,0.0501441107900784,1185.692,11.562616666666669,0.03573552035326432,0.46884355874148104,-0.012295413860677378,-0.09636087734664814,0.06321680138675423,1
2007-09-30,673.671,2.7461541475281717,0.05131860200429365,1191.859,15.109106666666667,0.029880501511872843,2.832424916256131,-0.022770388600711136,-0.0995354529440513,0.07581533525055306,1
2007-12-31,618.156,2.701686090225694,0.04931992217571456,1195.599,14.160393333333333,0.0243498175431703,0.053224170518705406,-0.03834209578292184,-0.10949146004670145,0.09115717509752641,1
2008-03-31,566.675,2.643174137227804,0.04711061184609638,1153.509,12.042366666666666,-0.019991368620879305,0.9961999201889092,-0.054577094559585135,-0.11716085071524737,0.10755790432040735,1
2008-06-30,538.808,2.567681137405515,0.04846339381057742,1137.729,5.601963333333334,-0.034974809101885745,-0.14402877655643498,-0.06190158011531298,-0.118224591023837,0.1176475427167405,1
2008-09-30,507.06,2.4949558376855405,0.049922297449068655,1095.819,-1.6734633333333335,-0.06094204379349828,-0.15328066019958023,-0.06682301583313278,-0.11754485034381873,0.12510522147782166,1
2008-12-31,451.39099999999996,2.4036833528643475,0.0469141734618261,1007.9860000000001,-4.533386666666667,-0.09435714229505354,-0.15384278584709693,-0.0760120550684397,-0.12157699521801633,0.13303877956911103,1
2009-03-31,404.473,2.3118100871304073,0.041788054857471835,1004.48,-6.987033333333333,-0.08413299004870628,-0.1541737887236148,-0.08256822198544382,-0.12421027164882598,0.13554825527412961,1
2009-06-30,374.685,2.278690113735376,0.0414653004919584,994.7,-12.38415,-0.08271224999346893,-0.1544944381997222,-0.07703244514564118,-0.12686717931879224,0.12838776944472152,1
2009-09-30,389.385,2.283480956398564,0.042476500350180225,1035.104,-4.960340000000001,-0.04552075104103641,1174.6921199900996,-0.06325162446790408,-0.11448263476561132,0.1128671557695824,1
2009-12-31,391.472,2.2795681781463135,0.040851923809289155,1014.201,-7.192583333333334,0.006309698160184506,5.775144034017851,-0.04296665437835168,-0.08554700611761744,0.0875816695114171,1
2010-03-31,379.435,2.2537037896206114,0.0413535404814294,1021.085,-6.923566666666667,0.017589151049927126,-0.008782971082274696,-0.022932364477837218,-0.04976470589169555,0.06579473377491518,1
2010-06-30,396.341,2.25164983778216,0.04085304898120624,1043.901,-5.68488,0.05964824910947175,-0.14509935993075337,-0.011357636960733051,0.07196444547857928,0.05281048829572099,1
2010-09-30,361.23400000000004,2.217528562865883,0.037550411410235726,1052.423,0.31476333333333334,0.017816188251457726,-0.15308666483583575,-0.026003608689563952,-0.05616368617618074,0.06525077573880189,1
2010-12-31,369.289,2.191371486203202,0.03747261279129716,1078.441,2.909423333333333,0.08056585806421937,-0.1539801716124186,-0.03365678187667439,-0.04635884244410254,0.07360676138040012,1
2011-03-31,368.767,2.1663594876904573,0.040337001391150824,1087.927,8.82542,0.08394749879341162,-0.1544369359519986,-0.033706323692377575,-0.025381947918504903,0.07662610953479576,1
2011-06-30,374.296,2.1553811151139337,0.03898031912381763,1082.903,7.23373,0.04301954925167264,-0.15443661803764588,-0.03667334923404498,-0.045664503013776406,0.07853376453117877,1
2011-09-30,381.11699999999996,2.144520844768121,0.036442695935071635,1090.755,8.46348,0.04178841477016648,152571893777.63632,-0.029222462023204342,0.06781112798467745,0.06764181842848282,0
2011-12-31,391.162,2.1142764039469215,0.03434848390225132,1112.4089999999999,12.06057,0.035466826641866254,20140.233410357578,-0.030980802772781195,0.07415486092599753,0.06741794885175412,0
2012-03-31,414.10699999999997,2.110805225339938,0.03376102120398988,1138.093,11.355433333333332,0.05489768129870702,0.8806719761124198,-0.023354836100490075,0.19722557228048465,0.05848168753166183,0
2012-06-30,419.287,2.1585442009451494,0.03281586112367854,1133.557,14.431063333333334,0.055830636714308275,40.9123838871824,0.0014756013976047683,0.19074752057706926,0.031294082134739165,0
2012-09-30,433.74,2.191628230183008,0.031008378443263224,1141.673,12.240236666666666,0.05569743243256019,2.570956543778026,0.023857178030099045,0.2350652108164229,0.006984568323213924,0
2012-12-31,460.926,2.227074304035087,0.02952277650951115,1163.5610000000001,14.97732,0.05471784931097462,0.621485031621379,0.06530217280918481,0.356049406688912,-0.033586147867626925,0
2013-03-31,485.07599999999996,2.2830034125961234,0.030576149774259362,1188.767,15.758313333333334,0.052688732886506245,1.777113507088872,0.11134544587623124,0.33280267948148,-0.07267703881063736,0
2013-06-30,507.175,2.3550303686910254,0.031901851909649434,1185.454,13.430373333333335,0.0544372911586486,-0.054392478096360185,0.12888536851744975,0.4737987128322816,-0.08591086332810527,0
2013-09-30,523.058,2.4172343001185324,0.03749984970779443,1188.9460000000001,15.747300000000001,0.04841819828853128,0.8796585560390523,0.1526809637136843,0.4586851182371321,-0.09992453908044219,0
2013-12-31,524.645,2.4665034698433894,0.036453712302327225,1194.486,14.344266666666664,0.029373950390011273,-0.03631633826077702,0.16232926751424515,0.2355006599736219,-0.10829595255836166,0
2014-03-31,532.086,2.5042551046341304,0.036964550109438825,1203.518,18.130290000000002,0.012999579541970433,0.2691505102071633,0.1404000930511279,0.14040028169015342,-0.09070110005423482,0
2014-06-30,550.424,2.5225506806351374,0.03598437571366041,1239.425,19.74028,0.05408169770273703,2.965869503879942,0.09323917121163502,0.11806969491859641,-0.052371701458994724,0
2014-09-30,568.419,2.544569044343339,0.03531778658501899,1255.633,18.59072,0.06937987407372094,0.3636522954032243,0.06431254693222588,0.12075260236962465,-0.027242712143891734,0
2014-12-31,589.694,2.5783668218450595,0.03406448111754107,1269.7269999999999,17.235813333333333,0.08001236033905512,0.44132290296101734,0.05383820174339594,0.19969922836701912,-0.018763526121128193,0
2015-03-31,605.1759999999999,2.607769142412494,0.032234338159380586,1282.177,18.286630000000002,0.08378024008024719,0.008906176485484689,0.04832137967656788,0.23320145213645196,-0.015345524596808713,0
2015-06-30,623.405,2.6335308333462732,0.03299877997521602,1307.65,21.865220000000004,0.0678168024712826,0.16262213169856718,0.05195601237618281,0.22090396480996807,-0.01802093640602498,0
2015-09-30,646.068,2.663282325726245,0.0339986982985533,1316.681,19.55605,0.058441458171954,0.06321116009399493,0.055658291196036394,0.2312185321554548,-0.020517617374977593,0
2015-12-31,660.535,2.7075963366408375,0.033580755786394995,1317.079,18.238153333333333,0.042929176509785415,0.07250779731600979,0.06059362205362167,0.19058440923904332,-0.025469572610593127,0
2016-03-31,686.574,2.739499343571588,0.03239728487291762,1330.016,20.11818,0.04295245481367966,0.1469499660508059,0.0611619793264255,0.22578357115364597,-0.0271067895513617,0
2016-06-30,691.9680000000001,2.765882354936498,0.0312761109673035,1343.266,19.519223333333333,0.030177264990778115,-0.07462119649352011,0.060789156139706944,0.16767776387558067,-0.027821782492388758,0
2016-09-30,697.672,2.79954662556872,0.03018905147024798,1364.932,20.051793333333336,0.04208039766068261,0.027886686491482536,0.06210282956672161,0.10829918193780691,-0.030047729097466558,0
2016-12-31,717.758,2.8477734147355642,0.0331699536640301,1372.366,18.026476666666667,0.049191911964563795,-0.011119040630332193,0.06298708058442086,0.12058249746070768,-0.028050319204253604,0
2017-03-31,743.72,2.890469938577376,0.03559054425616054,1385.129,16.053970000000003,0.04846027564258264,-0.10754498869169042,0.06791105438157499,0.11433464177637512,-0.030265170486629356,0
2017-06-30,748.773,2.925140645610439,0.034185033208673395,1398.6989999999998,15.298103333333335,0.04822946052178366,-0.11099114360602635,0.07163247094086166,0.11226802989432827,-0.034944291767596725,0
2017-09-30,753.3580000000001,2.9655213387543977,0.033477305587090556,1415.904,10.668546666666666,0.04299614379623109,-0.14162679149141563,0.0742413440594309,0.10819786583951924,-0.03794681586011017,0
2017-12-31,777.145,3.0212193777336087,0.03376102120398988,1450.547,19.348256666666668,0.07070533362820793,0.09692925205692884,0.07674615363387459,0.1134384219112623,-0.0399213243389035,0
2018-03-31,783.689,3.0742832234800064,0.036376570603919245,1454.807,11.34043,0.0608584631270255,-0.12531038849543422,0.08096554794768872,0.06588013472450524,-0.04124921226992462,0
2018-06-30,789.525,3.110699789575753,0.038237646017022016,1476.67,13.62015,0.06886361022443999,-0.07572834254524102,0.08071697745766182,0.06689258006571955,-0.039306619889113326,0
2018-09-30,788.9839999999999,3.1352753233228263,0.038394212538275234,1485.233,17.730933333333333,0.05893421641391614,8.6153663778017,0.07112101857918497,0.05655452599189041,-0.030553789416177368,0
2018-12-31,784.439,3.1700333233090237,0.03990824101289298,1485.629,17.908929999999998,0.026488583264223212,-0.057397903380350127,0.05935168793860114,0.009721496952697365,-0.018354100103944893,0
